key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,key_resp_7.rt,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_13.rt,key_resp_12.keys,key_resp_12.rt
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,xlp,"[""x"",""l"",""p""]","[0.38220000000001164,0.5488000000000142,0.6809000000000225,0.9309000000000225]",1,XLP,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,rpht,"[""r"",""p"",""h"",""t""]","[0.5001999999999782,0.653199999999984,1.1181999999999874,1.4795000000000016,1.6880999999999773]",1,RPHT,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,wbhc,"[""w"",""b"",""h"",""c""]","[0.43789999999999907,0.7156000000000091,0.9933999999999941,1.8057999999999907,2.0418999999999983]",1,WBHC,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,bdgvc,"[""b"",""d"",""g"",""v"",""c""]","[0.7295000000000016,1.0418999999999983,1.3336000000000041,1.5905000000000058,1.805899999999994,1.9516999999999882]",1,BDGVC,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,wsbqk,"[""w"",""s"",""b"",""q"",""k""]","[0.8739000000000061,2.178200000000018,2.4740000000000038,2.7302000000000106,2.9620000000000033,3.2421000000000078]",1,WSBQK,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,ttsncq,"[""t"",""t"",""s"",""n"",""c"",""q""]","[0.32910000000001105,0.4806000000000097,0.6724999999999994,0.9455000000000098,1.240399999999994,1.4965000000000117,1.696399999999997]",1,TTSNCQ,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f44eb04cd108b02a14d8a10,22,Mężczyzna,2022-06-11_09h31.01.030,task,2021.1.4,Win32,144.092219,6299f149e92ead563fba08ef,62a444aed9c4bf3a828ea8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
