key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_13.rt,key_resp_12.keys,key_resp_12.rt
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,vqd,"[""v"",""q"",""d""]","[4.34920000000001,5.028700000000015,5.628100000000003,6.091899999999995]",1,VQD,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,llgx,"[""l"",""l"",""g"",""x""]","[0.5173000000000201,0.7040000000000077,1.0717000000000212,1.8325000000000102,2.383899999999997]",1,LLGX,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,gvjh,"[""g"",""v"",""j"",""h""]","[1.2868999999999886,1.6864999999999952,2.221899999999991,3.3504999999999967,3.886199999999974]",1,GVJH,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,wddpt,"[""w"",""d"",""d"",""p"",""t""]","[0.9736999999999796,1.2695000000000078,1.48569999999998,2.2856999999999914,2.7017999999999915,3.181600000000003]",1,WDDPT,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,wqqmz,"[""w"",""q"",""q"",""m"",""z""]","[1.0180000000000007,1.2498999999999825,1.4743000000000137,2.2258999999999816,2.564300000000017,3.066100000000006]",1,WQQMZ,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,dpvze,"[""d"",""p"",""v"",""z"",""e""]","[0.7689000000000021,1.3156999999999925,1.9436999999999784,2.8880000000000052,5.071799999999996,5.344199999999972]",0,DPVZBQ,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,6140a2afeec61853de540a8b,20,Mężczyzna,2022-06-11_09h07.39.170,task,2021.1.4,Win32,60.21194605,6299f149e92ead563fba08ef,62a43f223f462cc8c863bab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
