key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,key_resp_7.rt,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_12.keys,key_resp_12.rt
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,wpw,"[""w"",""p"",""w""]","[1.076399999856946,1.4763999998569517,1.8102999999523206,2.424399999856945]",1,WPW,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,dhrv,"[""d"",""h"",""r"",""v""]","[0.8746999998092662,1.6915000000000049,2.293399999856959,2.5911999998092625,3.1492999999523192]",1,DHRV,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,pcdq,"[""p"",""c"",""d"",""q""]","[0.8293999998569461,1.2352999999523178,1.583199999809267,1.8938999998569415,2.225599999904631]",1,PCDQ,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,bftrt,"[""b"",""f"",""t"",""r"",""t""]","[0.9612000000476826,1.4172000000476714,1.7834999999999894,2.102700000047676,2.7777000000476733,3.1462000000476706]",0,BFRTR,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,rdptm,"[""r"",""d"",""p"",""t"",""m""]","[1.392400000095364,1.5995000000000061,1.9834000000953722,2.516100000143055,2.9071000001430463,3.1937000000476843]",1,RDPTM,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,jhhwm,"[""j"",""h"",""h"",""w"",""m""]","[0.9927999999523252,1.2214000000953718,1.3525000000000063,2.1875,2.494299999952318,2.8189000000953683]",1,JHHWM,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,604784025572562991fa9638,27,Kobieta,2022-06-11_09h30.32.012,task,2021.1.4,Win32,120.0624325,6299f149e92ead563fba08ef,62a4447bb786af9384ba2280,hzjrng,"[""h"",""z"",""j"",""r"",""n"",""g""]","[1.8057000000476933,2.1924999999999955,2.4788999998569636,3.035299999952315,3.5755999999046537,3.9907999999523156,4.390700000047701]",1,HZJRNG,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
