key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,key_resp_11.rt,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_12.keys,key_resp_12.rt
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,vzc,"[""v"",""z"",""c""]","[2.387999999999977,2.7879999999999825,3.022999999999996,3.673999999999978]",1,VZC,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,kznc,"[""k"",""z"",""n"",""c""]","[1.1599999999999966,1.7319999999999993,2.265999999999991,2.787000000000006,3.436000000000007]",1,KZNC,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,mvpz,"[""m"",""v"",""p"",""z""]","[1.193000000000012,1.7620000000000005,2.234000000000009,2.7319999999999993,3.4010000000000105]",1,MVPZ,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,lhmtm,"[""l"",""h"",""m"",""t"",""m""]","[1.0250000000000057,1.3050000000000068,1.556999999999988,1.875,2.2139999999999986,2.75]",1,LHMTM,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,tkmlp,"[""t"",""k"",""m"",""l"",""p""]","[1.4770000000000039,1.8640000000000043,2.1639999999999873,2.3950000000000102,2.6140000000000043,3.252999999999986]",1,TKMLP,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,tmcxxw,"[""t"",""m"",""c"",""x"",""x"",""w""]","[0.9689999999999941,1.3669999999999902,1.9529999999999745,2.289999999999992,2.6310000000000002,3.126999999999981,3.969999999999999]",1,TMCXXW,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,60aa7fb5c44ce529d3cfc4ce,20,Kobieta,2022-06-11_09h30.31.594,task,2021.1.4,Win32,60.0240096,6299f149e92ead563fba08ef,62a443d29eac3206907b01bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
